@RELATION aceite_feature70

@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL
@ATTRIBUTE attribute_19 REAL
@ATTRIBUTE attribute_20 REAL
@ATTRIBUTE attribute_21 REAL
@ATTRIBUTE attribute_22 REAL
@ATTRIBUTE attribute_23 REAL
@ATTRIBUTE attribute_24 REAL
@ATTRIBUTE attribute_25 REAL
@ATTRIBUTE attribute_26 REAL
@ATTRIBUTE attribute_27 REAL
@ATTRIBUTE attribute_28 REAL
@ATTRIBUTE attribute_29 REAL
@ATTRIBUTE attribute_30 REAL
@ATTRIBUTE attribute_31 REAL
@ATTRIBUTE attribute_32 REAL
@ATTRIBUTE attribute_33 REAL
@ATTRIBUTE attribute_34 REAL
@ATTRIBUTE attribute_35 REAL
@ATTRIBUTE attribute_36 REAL
@ATTRIBUTE attribute_37 REAL
@ATTRIBUTE attribute_38 REAL
@ATTRIBUTE attribute_39 REAL
@ATTRIBUTE attribute_40 REAL
@ATTRIBUTE attribute_41 REAL
@ATTRIBUTE attribute_42 REAL
@ATTRIBUTE attribute_43 REAL
@ATTRIBUTE attribute_44 REAL
@ATTRIBUTE attribute_45 REAL
@ATTRIBUTE attribute_46 REAL
@ATTRIBUTE attribute_47 REAL
@ATTRIBUTE attribute_48 REAL
@ATTRIBUTE attribute_49 REAL
@ATTRIBUTE attribute_50 REAL
@ATTRIBUTE attribute_51 REAL
@ATTRIBUTE attribute_52 REAL
@ATTRIBUTE attribute_53 REAL
@ATTRIBUTE attribute_54 REAL
@ATTRIBUTE attribute_55 REAL
@ATTRIBUTE attribute_56 REAL
@ATTRIBUTE attribute_57 REAL
@ATTRIBUTE attribute_58 REAL
@ATTRIBUTE attribute_59 REAL
@ATTRIBUTE attribute_60 REAL
@ATTRIBUTE attribute_61 REAL
@ATTRIBUTE attribute_62 REAL
@ATTRIBUTE attribute_63 REAL
@ATTRIBUTE attribute_64 REAL
@ATTRIBUTE attribute_65 REAL
@ATTRIBUTE attribute_66 REAL
@ATTRIBUTE attribute_67 REAL
@ATTRIBUTE attribute_68 REAL
@ATTRIBUTE attribute_69 REAL
@ATTRIBUTE attribute_70 REAL
@ATTRIBUTE attribute_71 REAL
@ATTRIBUTE attribute_72 REAL
@ATTRIBUTE attribute_73 REAL
@ATTRIBUTE attribute_74 REAL
@ATTRIBUTE attribute_75 REAL
@ATTRIBUTE attribute_76 REAL
@ATTRIBUTE attribute_77 REAL
@ATTRIBUTE attribute_78 REAL
@ATTRIBUTE attribute_79 REAL
@ATTRIBUTE attribute_80 {E,L,V}

@DATA
0.11776136805285659,0.07598134473377381,0.22094830936649826,0.10843373493975905,0.038282160901671206,0.020015546055188495,0.04275165176836378,0.07287213369607462,0.08258841818888457,0.017877963466770307,0.029926156237854645,0.023707734162456275,0.038282160901671206,0.02545666537116207,0.029926156237854645,0.03439564710454722,0.057909055577147296,0.04508356004663817,0.019043917605907502,0.012048192771084338,0.009521958802953751,0.0196268946754761,0.0384764865915274,0.028954527788573648,0.22522347454333463,0.20676253400699574,0.5958025650991061,0.7252234745433347,0.05926933540614069,0.028177225029148854,0.017877963466770307,0.08375437232802177,0.10707345511076566,0.08589195491643996,0.13233579479207153,0.2145355616012437,0.11270890011659541,0.3416245627671978,0.10007773027594248,0.20676253400699574,0.4630781189273222,0.03225806451612903,0.03128643606684804,0.03964244073066459,0.02312475709288768,0.3464827050136028,0.7355227361057132,0.09211037699183831,0.11037699183832102,0.08647493198600856,0.29226583754372326,0.4691022153128644,0.027788573649436453,0.05130198212203654,0.03575592693354061,0.01710066070734551,0.08219976680917217,0.07092887679751263,0.038282160901671206,0.043917605907500976,0.24018655266226197,0.010493587252234746,0.009327633113097552,0.01146521570151574,0.008161678973960359,0.02118150019432569,0.06237854644383988,0.035367275553828216,1.94325689856199e-06,0.011853867081228138,0.011659541391371939,0.01146521570151574,0.03109211037699184,0.03556160124368442,0.0196268946754761,0.023902059852312477,0.038282160901671206,0.04741546832491255,0.022541780023319084,E
0.11015037593984961,0.09060150375939849,0.17800751879699248,0.13251879699248117,0.03214285714285715,0.022744360902255636,0.027255639097744356,0.03966165413533834,0.11278195488721804,0.011654135338345865,0.022368421052631576,0.020676691729323307,0.03233082706766917,0.019736842105263157,0.02518796992481203,0.034398496240601505,0.04398496240601504,0.046052631578947366,0.010714285714285714,0.007706766917293233,0.006766917293233082,0.022368421052631576,0.03665413533834586,0.02988721804511278,0.1975563909774436,0.2714285714285714,0.6321428571428571,0.6261278195488721,0.060526315789473685,0.03515037593984962,0.022744360902255636,0.10507518796992482,0.09473684210526315,0.09454887218045112,0.08402255639097744,0.17988721804511276,0.11560150375939848,0.3825187969924812,0.075,0.2714285714285714,0.46879699248120305,0.03890977443609022,0.03759398496240601,0.04774436090225564,0.023684210526315787,0.4030075187969925,0.7178571428571429,0.0868421052631579,0.14962406015037594,0.11522556390977443,0.28909774436090224,0.5261278195488721,0.02894736842105263,0.037218045112781956,0.031390977443609025,0.015977443609022556,0.07199248120300751,0.06635338345864661,0.03214285714285715,0.02518796992481203,0.3090225563909774,0.007518796992481203,0.009398496240601503,0.005451127819548872,0.004699248120300752,0.015789473684210527,0.05150375939849624,0.034398496240601505,1.8796992481203007e-06,0.013533834586466164,0.008082706766917292,0.010714285714285714,0.017857142857142856,0.027067669172932327,0.016917293233082706,0.013721804511278194,0.027443609022556388,0.07387218045112783,0.014849624060150375,E
0.13514555619818777,0.07094659726238674,0.19818777713514554,0.11779448621553884,0.03335261229998072,0.01966454598033545,0.0385579332947754,0.07576633892423366,0.09080393290919606,0.017351069982648928,0.028147291305186038,0.02043570464623096,0.027183342972816653,0.018122228648544438,0.024677077308656255,0.03200308463466358,0.04781183728552149,0.04569115095430885,0.011760169654906496,0.009446693657219974,0.00771158665895508,0.013109697320223636,0.026797763639868903,0.023905918642760746,0.24252940042413726,0.2731829573934837,0.5797185270869482,0.3148255253518411,0.05417389627915944,0.018122228648544438,0.01156737998843262,0.06901870059764796,0.09485251590514748,0.0854058222479275,0.08617698091382302,0.230383651436283,0.09832272990167727,0.3117408906882591,0.08193560825139772,0.2731829573934837,0.4339695392326971,0.031231925968768073,0.04684788895315211,0.03084634663582032,0.016387121650279547,0.4141122035858878,0.24850588008482744,0.08636977058029689,0.13360323886639675,0.10796221322537113,0.18912666281087331,0.38191632928475033,0.05552342394447657,0.05668016194331983,0.043184885290148446,0.011181800655484866,0.07981492192018506,0.07306728359359937,0.03335261229998072,0.029111239637555426,0.20050125313283207,0.00828995565837671,0.004626951995373048,0.008675534991324464,0.005590900327742433,0.01850780798149219,0.06227106227106227,0.029882398303450932,1.9278966647387702e-06,0.008868324657798342,0.00828995565837671,0.010989010989010988,0.027954501638712163,0.03335261229998072,0.01850780798149219,0.02371312897628687,0.034702139965297855,0.027761711972238284,0.014459224985540774,E
0.20598469032707029,0.18046856877754583,0.21410345627464628,0.19740199489677568,0.03850614706564602,0.022964509394572025,0.04430526559962886,0.049408489909533754,0.04059382973787984,0.015541637671073997,0.03363488749710044,0.025052192066805846,0.0398979355138019,0.03224309904894456,0.04221758292739503,0.045001159823706796,0.04639294827186268,0.04987241939225238,0.018093249826026444,0.010206448619809788,0.008350730688935281,0.05474367896079796,0.03665042913477152,0.051264207840408256,0.27139874739039666,0.20296914868939922,0.7295291115750406,0.5952215263279981,0.05636743215031315,0.032707028531663185,0.04360937137555092,0.10415216887033171,0.11691022964509395,0.11528647645557875,0.07538854094177685,0.17118997912317327,0.15472048248666204,0.5585710971932266,0.22802134075620506,0.20296914868939922,0.4539549988401763,0.03525864068661563,0.03154720482486662,0.04221758292739503,0.018093249826026444,0.49895615866388304,0.6720018557179308,0.12572488981674787,0.10971932266295523,0.08582695430294596,0.3975875666898631,0.871955462769659,0.0398979355138019,0.03920204128972397,0.03665042913477152,0.02667594525632104,0.04221758292739503,0.0380422175829274,0.03850614706564602,0.05010438413361169,0.02667594525632104,0.006031083275342148,0.007886801206216655,0.008582695430294595,0.006726977499420089,0.023892368360009276,0.02667594525632104,0.040825794479239154,2.319647413593134e-06,0.01646949663651125,0.011134307585247043,0.009278589654372536,0.020876826722338204,0.03433078172117838,0.02064486198097889,0.016237531895151938,0.050336348874971,0.13059614938529343,0.02528415680816516,E
0.22468475353458156,0.09094382881161635,0.20099350401222776,0.10985861673672143,0.031524646541841804,0.016431027894535728,0.05483377913641574,0.049484142147497134,0.11367978601452045,0.014520443255636225,0.0303782957585021,0.01795949560565533,0.04680932365303783,0.02235384027512419,0.03458158196408101,0.04891096675582728,0.04757355750859763,0.028276652655712647,0.021398547955674436,0.009552923194497517,0.012609858616736722,0.02980512036683225,0.032862055789071455,0.04222392051967902,0.2273595720290409,0.13431410011463507,0.6474971341230417,0.3914787925105082,0.053496369889186095,0.037065341994650364,0.024837600305693545,0.06935422239205197,0.08979747802827664,0.08158196408100879,0.08463889950324799,0.16794038975926634,0.10450897974780284,0.21895299961788306,0.2762705387848682,0.13431410011463507,0.3989300726022163,0.021016431027894536,0.021207489491784488,0.025219717233473445,0.01165456629728697,0.3909056171188383,0.5330531142529614,0.12495223538402751,0.09667558272831486,0.06935422239205197,0.38746656476881924,0.7250668704623615,0.03190676346962171,0.04279709591134887,0.02980512036683225,0.013947267863966373,0.07604126862820024,0.0664883454337027,0.031524646541841804,0.042414978983568975,0.18895682078716086,0.005158578525028659,0.004394344669468858,0.006878104700038211,0.004394344669468858,0.018150554069545282,0.052732136033626295,0.026366068016813148,1.9105846388995036e-06,0.008406572411157814,0.008024455483377914,0.008024455483377914,0.019105846388995033,0.026175009552923196,0.01795949560565533,0.013756209400076422,0.025601834161253344,0.11367978601452045,0.016431027894535728,E
0.08358913813459266,0.0769775678866588,0.20425029515938606,0.09822904368358913,0.03778040141676505,0.05832349468713104,0.04155844155844155,0.046989374262101535,0.024557260920897283,0.01629279811097993,0.03659976387249114,0.014639905548996458,0.026446280991735537,0.011334120425029515,0.03305785123966942,0.032349468713105074,0.07154663518299881,0.1397874852420307,0.012278630460448641,0.0028335301062573787,0.011570247933884297,0.020779220779220776,0.025265643447461628,0.010389610389610388,0.16859504132231404,0.17992916174734355,0.548051948051948,0.5208972845336481,0.047461629279811096,0.027626918536009445,0.018890200708382526,0.06257378984651711,0.10200708382526563,0.09397874852420307,0.0576151121605667,0.17851239669421487,0.13105076741440377,0.3693034238488784,0.0654073199527745,0.16741440377804012,0.21015348288075558,0.01818181818181818,0.015348288075560802,0.02408500590318772,0.006375442739079102,0.3608028335301062,0.28595041322314046,0.1319952774498229,0.1126328217237308,0.10602125147579693,0.17331759149940967,0.11877213695395512,0.05478158205430932,0.046989374262101535,0.03943329397874852,0.01959858323494687,0.03612750885478158,0.04297520661157024,0.03778040141676505,0.0422668240850059,0.034002361275088544,0.008736717827626918,0.006611570247933884,0.012987012987012986,0.01345926800472255,0.023376623376623377,0.02219598583234947,0.03636363636363636,2.361275088547816e-06,0.008028335301062573,0.013223140495867768,0.006847697756788665,0.023376623376623377,0.031877213695395513,0.024557260920897283,0.011570247933884297,0.05265643447461629,0.05454545454545454,0.017473435655253836,E
0.11536850921273033,0.06448911222780569,0.2370184254606365,0.1109715242881072,0.03098827470686767,0.023031825795644893,0.05150753768844221,0.039154103852596316,0.08647403685092127,0.013819095477386936,0.02742881072026801,0.015912897822445562,0.02826633165829146,0.014865996649916247,0.031197654941373533,0.029522613065326633,0.06323283082077052,0.05569514237855947,0.00858458961474037,0.007118927973199331,0.008793969849246233,0.0173785594639866,0.03350083752093803,0.039154103852596316,0.1834170854271357,0.17294807370184254,0.47194304857621444,0.5372696817420436,0.0504606365159129,0.020938023450586266,0.019472361809045227,0.14782244556113902,0.09233668341708544,0.08333333333333334,0.0986180904522613,0.16687604690117255,0.14886934673366833,0.3662060301507538,0.07747068676716919,0.16289782244556114,0.5391541038525963,0.03685092127303183,0.032453936348408714,0.049204355108877725,0.021775544388609715,0.32286432160804024,0.6511725293132329,0.11871859296482412,0.11243718592964826,0.1440536013400335,0.26088777219430487,0.6046901172529313,0.04983249581239531,0.05757956448911224,0.04229480737018426,0.018634840871021775,0.04417922948073702,0.07349246231155779,0.03098827470686767,0.04376046901172529,0.24120603015075376,0.009840871021775544,0.008793969849246233,0.0173785594639866,0.016122278056951423,0.028475711892797323,0.0364321608040201,0.03768844221105528,2.0938023450586266e-06,0.012144053601340035,0.01821608040201005,0.008793969849246233,0.019472361809045227,0.02596314907872697,0.022822445561139028,0.012353433835845896,0.02428810720268007,0.08898659966499163,0.020938023450586266,E
0.11344627921938666,0.07613124597898348,0.23847308599613984,0.10465365644434912,0.041175209092858676,0.04074630066480806,0.05961827149903496,0.03195367788977053,0.03581385374222604,0.017156337122024447,0.035170491100150116,0.01072271070126528,0.033240403173922364,0.01415397812567017,0.03259704053184645,0.02530559725498606,0.08385159768389448,0.05532918721852884,0.013510615483594252,0.003645721638430195,0.013510615483594252,0.009650439631138751,0.024876688826935448,0.025520051469011363,0.1955822431910787,0.18271499034956035,0.5633712202444777,0.5861033669311602,0.03795839588247909,0.012009435985417113,0.008792622775037529,0.13274715848166416,0.0924297662449067,0.08792622775037529,0.08685395668024877,0.18700407463006646,0.134033883765816,0.3797984130388162,0.10165129744799484,0.1683465580098649,0.5305597254986061,0.027450139395239114,0.023375509328758308,0.03581385374222604,0.011366073343341195,0.36800343126742435,0.6051897919794124,0.12567016941882905,0.10679819858460218,0.11923654299806992,0.19022088784044605,0.4464936736006862,0.05254128243619987,0.04310529701908643,0.05833154621488312,0.01951533347630281,0.04460647651726356,0.06798198584602187,0.041175209092858676,0.06648080634784473,0.10229466009007077,0.012223890199442419,0.013296161269568946,0.009650439631138751,0.008792622775037529,0.023161055114733004,0.03366931160197298,0.03688612481235256,2.144542140253056e-06,0.016084066051897918,0.010937164915290584,0.011794981771391808,0.016298520265923225,0.01844306240617628,0.018228608192150976,0.011794981771391808,0.021874329830581168,0.049753377653870896,0.02037315033240403,E
0.17799878222041812,0.0860564237872945,0.21534402273188555,0.08686827684189162,0.04221635883905013,0.03551857113862391,0.049928962857722754,0.057844530140044655,0.07996752587781612,0.02090521615587579,0.036533387456870306,0.024355591637913537,0.039374873147960225,0.023543738583316424,0.04343413842094581,0.051552668966916994,0.0773290034503755,0.037751167038765986,0.019281510046681553,0.01562817130099452,0.014816318246397403,0.03186523239293688,0.042013395575400854,0.054394154658006906,0.1574994925918409,0.09985792571544551,0.4668155063933428,0.6850010148163183,0.0612949056220824,0.03876598335701238,0.028414856910899133,0.14207428455449564,0.1059468236249239,0.09985792571544551,0.0663689872133144,0.13395575400852447,0.16399431702861783,0.24923888776131523,0.3066774913740613,0.0970164400243556,0.5707326973817739,0.04505784453014005,0.04140450578445302,0.05987416277653745,0.03247412218388472,0.2851633854272377,0.6019890399837631,0.14511873350923482,0.14288613760909274,0.08747716663283946,0.3900953927339152,0.7586766795210067,0.07002232595900142,0.05500304444895475,0.04181043231175158,0.026385224274406337,0.04708747716663285,0.0663689872133144,0.04221635883905013,0.036127460929571746,0.11832758270752994,0.017251877410188757,0.01644002435559164,0.014613354982748123,0.01644002435559164,0.036939313984168866,0.036533387456870306,0.041607469048102294,2.029632636492795e-06,0.018672620255733713,0.014816318246397403,0.01562817130099452,0.036939313984168866,0.04140450578445302,0.03511264461132535,0.021514105946823625,0.036939313984168866,0.12928759894459105,0.019687436573980113,E
0.20053003533568908,0.051236749116607784,0.22261484098939932,0.10269434628975266,0.06537102473498234,0.02826855123674912,0.05940812720848057,0.05432862190812721,0.07508833922261485,0.024955830388692583,0.04196113074204948,0.01678445229681979,0.04439045936395761,0.020759717314487634,0.04240282685512368,0.04726148409893993,0.08436395759717315,0.04151943462897527,0.015459363957597175,0.009275618374558306,0.01413427561837456,0.025176678445229684,0.04151943462897527,0.052561837455830394,0.13913427561837458,0.11925795053003535,0.6093197879858657,0.9001766784452296,0.059187279151943474,0.03621908127208481,0.02451413427561838,0.14553886925795054,0.09209363957597173,0.07530918727915195,0.12897526501766785,0.13096289752650178,0.12102473498233218,0.32884275618374564,0.11439929328621909,0.10578621908127209,0.545273851590106,0.03599823321554771,0.029593639575971737,0.04770318021201414,0.02208480565371025,0.33613074204947,0.7477915194346291,0.13560070671378094,0.12080388692579508,0.11616607773851592,0.44810070671378094,0.8365724381625442,0.06559187279151944,0.05742049469964665,0.04902826855123676,0.03688162544169612,0.04240282685512368,0.06647526501766785,0.06537102473498234,0.056316254416961135,0.1338339222614841,0.015238515901060073,0.011484098939929329,0.011704946996466431,0.011484098939929329,0.029372791519434633,0.028489399293286224,0.044611307420494704,2.2084805653710252e-06,0.015459363957597175,0.011484098939929329,0.012809187279151946,0.026501766784452298,0.03467314487632509,0.03312720848056537,0.0176678445229682,0.025618374558303892,0.13427561837455831,0.022305653710247352,E
